#x points: 9 #c points: 120
xloc: cloc: weight: f
0.2 -0.0166379 0.0188509 -0.358943
0.2 -0.00315951 0.00810725 -0.359024
0.2 0.00315951 0.00810725 0.438832
0.2 0.0166379 0.0188509 0.438721
0.2 0.0408484 0.0295597 0.438138
0.2 0.0757312 0.0401902 0.436439
0.2 0.121193 0.0507127 0.432717
0.2 0.177111 0.0610985 0.425848
0.2 0.243335 0.0713196 0.414568
0.2 0.319686 0.0813485 0.397605
0.2 0.405959 0.0911581 0.373852
0.2 0.50192 0.100722 0.342595
0.2 0.607312 0.110014 0.303752
0.2 0.72185 0.11901 0.258086
0.2 0.845225 0.127685 0.207324
0.2 0.977105 0.136016 0.154108
0.2 1.11713 0.14398 0.101748
0.2 1.26493 0.151555 0.0537699
0.2 1.42011 0.158723 0.0133383
0.2 1.58224 0.165462 -0.0173134
0.2 1.75088 0.171756 -0.0372829
0.2 1.92559 0.177586 -0.0471079
0.2 2.1059 0.182938 -0.0485416
0.2 2.29131 0.187796 -0.0440708
0.2 2.48132 0.192148 -0.0363309
0.2 2.67543 0.195982 -0.0275967
0.2 2.87311 0.199288 -0.0194751
0.2 3.07383 0.202057 -0.0128359
0.2 3.27704 0.204281 -0.0079313
0.2 3.4822 0.205954 -0.00460863
0.2 3.68876 0.207072 -0.00252542
0.2 3.89616 0.207632 -0.00130872
0.2 4.10384 0.207632 -0.000643252
0.2 4.31124 0.207072 -0.000300821
0.2 4.5178 0.205954 -0.000134314
0.2 4.72296 0.204281 -0.0000574713
0.2 4.92617 0.202057 -0.0000236632
0.2 5.12689 0.199288 0
0.2 5.32457 0.195982 0
0.2 5.51868 0.192148 0
0.2 5.70869 0.187796 0
0.2 5.8941 0.182938 0
0.2 6.07441 0.177586 0
0.2 6.24912 0.171756 0
0.2 6.41776 0.165462 0
0.2 6.57989 0.158723 0
0.2 6.73507 0.151555 0
0.2 6.88287 0.14398 0
0.2 7.0229 0.136016 0
0.2 7.15477 0.127685 0
0.2 7.27815 0.11901 0
0.2 7.39269 0.110014 0
0.2 7.49808 0.100722 0
0.2 7.59404 0.0911581 0
0.2 7.68031 0.0813485 0
0.2 7.75667 0.0713196 0
0.2 7.82289 0.0610985 0
0.2 7.87881 0.0507127 0
0.2 7.92427 0.0401902 0
0.2 7.95915 0.0295597 0
0.2 7.98336 0.0188509 0
0.2 7.99684 0.00810725 0
0.3 -7.99684 0.00810725 0
0.3 -7.98336 0.0188509 0
0.3 -7.95915 0.0295597 0
0.3 -7.92427 0.0401902 0
0.3 -7.87881 0.0507127 0
0.3 -7.82289 0.0610985 0
0.3 -7.75667 0.0713196 0
0.3 -7.68031 0.0813485 0
0.3 -7.59404 0.0911581 0
0.3 -7.49808 0.100722 0
0.3 -7.39269 0.110014 0
0.3 -7.27815 0.11901 0
0.3 -7.15477 0.127685 0
0.3 -7.0229 0.136016 0
0.3 -6.88287 0.14398 0
0.3 -6.73507 0.151555 0
0.3 -6.57989 0.158723 0
0.3 -6.41776 0.165462 0
0.3 -6.24912 0.171756 0
0.3 -6.07441 0.177586 0
0.3 -5.8941 0.182938 0
0.3 -5.70869 0.187796 0
0.3 -5.51868 0.192148 0
0.3 -5.32457 0.195982 0
0.3 -5.12689 0.199288 0
0.3 -4.92617 0.202057 0.0000240921
0.3 -4.72296 0.204281 0.0000586146
0.3 -4.5178 0.205954 0.000137264
0.3 -4.31124 0.207072 0.000308164
0.3 -4.10384 0.207632 0.000660826
0.3 -3.89616 0.207632 0.00134905
0.3 -3.68876 0.207072 0.00261398
0.3 -3.4822 0.205954 0.00479435
0.3 -3.27704 0.204281 0.00830283
0.3 -3.07383 0.202057 0.0135443
0.3 -2.87311 0.199288 0.0207617
0.3 -2.67543 0.195982 0.0298232
0.3 -2.48132 0.192148 0.0400035
0.3 -2.29131 0.187796 0.0498504
0.3 -2.1059 0.182938 0.0572299
0.3 -1.92559 0.177586 0.059604
0.3 -1.75088 0.171756 0.0545117
0.3 -1.58224 0.165462 0.0401334
0.3 -1.42011 0.158723 0.0157701
0.3 -1.26493 0.151555 -0.0179197
0.3 -1.11713 0.14398 -0.0589972
0.3 -0.977105 0.136016 -0.104606
0.3 -0.845225 0.127685 -0.151501
0.3 -0.72185 0.11901 -0.196598
0.3 -0.607312 0.110014 -0.237401
0.3 -0.50192 0.100722 -0.27225
0.3 -0.405959 0.0911581 -0.300375
0.3 -0.319686 0.0813485 -0.321791
0.3 -0.243335 0.0713196 -0.337107
0.3 -0.177111 0.0610985 -0.347301
0.3 -0.121193 0.0507127 -0.353513
0.3 -0.0757312 0.0401902 -0.356879
0.3 -0.0408484 0.0295597 -0.358416
0.3 -0.0166379 0.0188509 -0.358943
0.3 -0.00315951 0.00810725 -0.359036
0.3 0.00315951 0.00810725 0.438833
0.3 0.0166379 0.0188509 0.438721
0.3 0.0408484 0.0295597 0.438138
0.3 0.0757312 0.0401902 0.436439
0.3 0.121193 0.0507127 0.432717
0.3 0.177111 0.0610985 0.425848
0.3 0.243335 0.0713196 0.414568
0.3 0.319686 0.0813485 0.397605
0.3 0.405959 0.0911581 0.373852
0.3 0.50192 0.100722 0.342595
0.3 0.607312 0.110014 0.303752
0.3 0.72185 0.11901 0.258086
0.3 0.845225 0.127685 0.207324
0.3 0.977105 0.136016 0.154108
0.3 1.11713 0.14398 0.101748
0.3 1.26493 0.151555 0.0537699
0.3 1.42011 0.158723 0.0133383
0.3 1.58224 0.165462 -0.0173134
0.3 1.75088 0.171756 -0.0372829
0.3 1.92559 0.177586 -0.0471079
0.3 2.1059 0.182938 -0.0485416
0.3 2.29131 0.187796 -0.0440708
0.3 2.48132 0.192148 -0.0363309
0.3 2.67543 0.195982 -0.0275967
0.3 2.87311 0.199288 -0.0194751
0.3 3.07383 0.202057 -0.0128359
0.3 3.27704 0.204281 -0.0079313
0.3 3.4822 0.205954 -0.00460863
0.3 3.68876 0.207072 -0.00252542
0.3 3.89616 0.207632 -0.00130872
0.3 4.10384 0.207632 -0.000643252
0.3 4.31124 0.207072 -0.000300821
0.3 4.5178 0.205954 -0.000134314
0.3 4.72296 0.204281 -0.0000574713
0.3 4.92617 0.202057 -0.0000236632
0.3 5.12689 0.199288 0
0.3 5.32457 0.195982 0
0.3 5.51868 0.192148 0
0.3 5.70869 0.187796 0
0.3 5.8941 0.182938 0
0.3 6.07441 0.177586 0
0.3 6.24912 0.171756 0
0.3 6.41776 0.165462 0
0.3 6.57989 0.158723 0
0.3 6.73507 0.151555 0
0.3 6.88287 0.14398 0
0.3 7.0229 0.136016 0
0.3 7.15477 0.127685 0
0.3 7.27815 0.11901 0
0.3 7.39269 0.110014 0
0.3 7.49808 0.100722 0
0.3 7.59404 0.0911581 0
0.3 7.68031 0.0813485 0
0.3 7.75667 0.0713196 0
0.3 7.82289 0.0610985 0
0.3 7.87881 0.0507127 0
0.3 7.92427 0.0401902 0
0.3 7.95915 0.0295597 0
0.3 7.98336 0.0188509 0
0.3 7.99684 0.00810725 0
0.4 -7.99684 0.00810725 0
0.4 -7.98336 0.0188509 0
0.4 -7.95915 0.0295597 0
0.4 -7.92427 0.0401902 0
0.4 -7.87881 0.0507127 0
0.4 -7.82289 0.0610985 0
0.4 -7.75667 0.0713196 0
0.4 -7.68031 0.0813485 0
0.4 -7.59404 0.0911581 0
0.4 -7.49808 0.100722 0
0.4 -7.39269 0.110014 0
0.4 -7.27815 0.11901 0
0.4 -7.15477 0.127685 0
0.4 -7.0229 0.136016 0
0.4 -6.88287 0.14398 0
0.4 -6.73507 0.151555 0
0.4 -6.57989 0.158723 0
0.4 -6.41776 0.165462 0
0.4 -6.24912 0.171756 0
0.4 -6.07441 0.177586 0
0.4 -5.8941 0.182938 0
0.4 -5.70869 0.187796 0
0.4 -5.51868 0.192148 0
0.4 -5.32457 0.195982 0
0.4 -5.12689 0.199288 0
0.4 -4.92617 0.202057 0.0000240921
0.4 -4.72296 0.204281 0.0000586146
0.4 -4.5178 0.205954 0.000137264
0.4 -4.31124 0.207072 0.000308164
0.4 -4.10384 0.207632 0.000660826
0.4 -3.89616 0.207632 0.00134905
0.4 -3.68876 0.207072 0.00261398
0.4 -3.4822 0.205954 0.00479435
0.4 -3.27704 0.204281 0.00830283
0.4 -3.07383 0.202057 0.0135443
0.4 -2.87311 0.199288 0.0207617
0.4 -2.67543 0.195982 0.0298232
0.4 -2.48132 0.192148 0.0400035
0.4 -2.29131 0.187796 0.0498504
0.4 -2.1059 0.182938 0.0572299
0.4 -1.92559 0.177586 0.059604
0.4 -1.75088 0.171756 0.0545117
0.4 -1.58224 0.165462 0.0401334
0.4 -1.42011 0.158723 0.0157701
0.4 -1.26493 0.151555 -0.0179197
0.4 -1.11713 0.14398 -0.0589972
0.4 -0.977105 0.136016 -0.104606
0.4 -0.845225 0.127685 -0.151501
0.4 -0.72185 0.11901 -0.196598
0.4 -0.607312 0.110014 -0.237401
0.4 -0.50192 0.100722 -0.27225
0.4 -0.405959 0.0911581 -0.300375
0.4 -0.319686 0.0813485 -0.321791
0.4 -0.243335 0.0713196 -0.337107
0.4 -0.177111 0.0610985 -0.347301
0.4 -0.121193 0.0507127 -0.353513
0.4 -0.0757312 0.0401902 -0.356879
0.4 -0.0408484 0.0295597 -0.358416
0.4 -0.0166379 0.0188509 -0.358943
0.4 -0.00315951 0.00810725 -0.359041
0.4 0.00315951 0.00810725 0.438833
0.4 0.0166379 0.0188509 0.438721
0.4 0.0408484 0.0295597 0.438138
0.4 0.0757312 0.0401902 0.436439
0.4 0.121193 0.0507127 0.432717
0.4 0.177111 0.0610985 0.425848
0.4 0.243335 0.0713196 0.414568
0.4 0.319686 0.0813485 0.397605
0.4 0.405959 0.0911581 0.373852
0.4 0.50192 0.100722 0.342595
0.4 0.607312 0.110014 0.303752
0.4 0.72185 0.11901 0.258086
0.4 0.845225 0.127685 0.207324
0.4 0.977105 0.136016 0.154108
0.4 1.11713 0.14398 0.101748
0.4 1.26493 0.151555 0.0537699
0.4 1.42011 0.158723 0.0133383
0.4 1.58224 0.165462 -0.0173134
0.4 1.75088 0.171756 -0.0372829
0.4 1.92559 0.177586 -0.0471079
0.4 2.1059 0.182938 -0.0485416
0.4 2.29131 0.187796 -0.0440708
0.4 2.48132 0.192148 -0.0363309
0.4 2.67543 0.195982 -0.0275967
0.4 2.87311 0.199288 -0.0194751
0.4 3.07383 0.202057 -0.0128359
0.4 3.27704 0.204281 -0.0079313
0.4 3.4822 0.205954 -0.00460863
0.4 3.68876 0.207072 -0.00252542
0.4 3.89616 0.207632 -0.00130872
0.4 4.10384 0.207632 -0.000643252
0.4 4.31124 0.207072 -0.000300821
0.4 4.5178 0.205954 -0.000134314
0.4 4.72296 0.204281 -0.0000574713
0.4 4.92617 0.202057 -0.0000236632
0.4 5.12689 0.199288 0
0.4 5.32457 0.195982 0
0.4 5.51868 0.192148 0
0.4 5.70869 0.187796 0
0.4 5.8941 0.182938 0
0.4 6.07441 0.177586 0
0.4 6.24912 0.171756 0
0.4 6.41776 0.165462 0
0.4 6.57989 0.158723 0
0.4 6.73507 0.151555 0
0.4 6.88287 0.14398 0
0.4 7.0229 0.136016 0
0.4 7.15477 0.127685 0
0.4 7.27815 0.11901 0
0.4 7.39269 0.110014 0
0.4 7.49808 0.100722 0
0.4 7.59404 0.0911581 0
0.4 7.68031 0.0813485 0
0.4 7.75667 0.0713196 0
0.4 7.82289 0.0610985 0
0.4 7.87881 0.0507127 0
0.4 7.92427 0.0401902 0
0.4 7.95915 0.0295597 0
0.4 7.98336 0.0188509 0
0.4 7.99684 0.00810725 0
0.5 -7.99684 0.00810725 0
0.5 -7.98336 0.0188509 0
0.5 -7.95915 0.0295597 0
0.5 -7.92427 0.0401902 0
0.5 -7.87881 0.0507127 0
0.5 -7.82289 0.0610985 0
0.5 -7.75667 0.0713196 0
0.5 -7.68031 0.0813485 0
0.5 -7.59404 0.0911581 0
0.5 -7.49808 0.100722 0
0.5 -7.39269 0.110014 0
0.5 -7.27815 0.11901 0
0.5 -7.15477 0.127685 0
0.5 -7.0229 0.136016 0
0.5 -6.88287 0.14398 0
0.5 -6.73507 0.151555 0
0.5 -6.57989 0.158723 0
0.5 -6.41776 0.165462 0
0.5 -6.24912 0.171756 0
0.5 -6.07441 0.177586 0
0.5 -5.8941 0.182938 0
0.5 -5.70869 0.187796 0
0.5 -5.51868 0.192148 0
0.5 -5.32457 0.195982 0
0.5 -5.12689 0.199288 0
0.5 -4.92617 0.202057 0.0000240921
0.5 -4.72296 0.204281 0.0000586146
0.5 -4.5178 0.205954 0.000137264
0.5 -4.31124 0.207072 0.000308164
0.5 -4.10384 0.207632 0.000660826
0.5 -3.89616 0.207632 0.00134905
0.5 -3.68876 0.207072 0.00261398
0.5 -3.4822 0.205954 0.00479435
0.5 -3.27704 0.204281 0.00830283
0.5 -3.07383 0.202057 0.0135443
0.5 -2.87311 0.199288 0.0207617
0.5 -2.67543 0.195982 0.0298232
0.5 -2.48132 0.192148 0.0400035
0.5 -2.29131 0.187796 0.0498504
0.5 -2.1059 0.182938 0.0572299
0.5 -1.92559 0.177586 0.059604
0.5 -1.75088 0.171756 0.0545117
0.5 -1.58224 0.165462 0.0401334
0.5 -1.42011 0.158723 0.0157701
0.5 -1.26493 0.151555 -0.0179197
0.5 -1.11713 0.14398 -0.0589972
0.5 -0.977105 0.136016 -0.104606
0.5 -0.845225 0.127685 -0.151501
0.5 -0.72185 0.11901 -0.196598
0.5 -0.607312 0.110014 -0.237401
0.5 -0.50192 0.100722 -0.27225
0.5 -0.405959 0.0911581 -0.300375
0.5 -0.319686 0.0813485 -0.321791
0.5 -0.243335 0.0713196 -0.337107
0.5 -0.177111 0.0610985 -0.347301
0.5 -0.121193 0.0507127 -0.353513
0.5 -0.0757312 0.0401902 -0.356879
0.5 -0.0408484 0.0295597 -0.358416
0.5 -0.0166379 0.0188509 -0.358943
0.5 -0.00315951 0.00810725 -0.359043
0.5 0.00315951 0.00810725 0.438833
0.5 0.0166379 0.0188509 0.438721
0.5 0.0408484 0.0295597 0.438138
0.5 0.0757312 0.0401902 0.436439
0.5 0.121193 0.0507127 0.432717
0.5 0.177111 0.0610985 0.425848
0.5 0.243335 0.0713196 0.414568
0.5 0.319686 0.0813485 0.397605
0.5 0.405959 0.0911581 0.373852
0.5 0.50192 0.100722 0.342595
0.5 0.607312 0.110014 0.303752
0.5 0.72185 0.11901 0.258086
0.5 0.845225 0.127685 0.207324
0.5 0.977105 0.136016 0.154108
0.5 1.11713 0.14398 0.101748
0.5 1.26493 0.151555 0.0537699
0.5 1.42011 0.158723 0.0133383
0.5 1.58224 0.165462 -0.0173134
0.5 1.75088 0.171756 -0.0372829
0.5 1.92559 0.177586 -0.0471079
0.5 2.1059 0.182938 -0.0485416
0.5 2.29131 0.187796 -0.0440708
0.5 2.48132 0.192148 -0.0363309
0.5 2.67543 0.195982 -0.0275967
0.5 2.87311 0.199288 -0.0194751
0.5 3.07383 0.202057 -0.0128359
0.5 3.27704 0.204281 -0.0079313
0.5 3.4822 0.205954 -0.00460863
0.5 3.68876 0.207072 -0.00252542
0.5 3.89616 0.207632 -0.00130872
0.5 4.10384 0.207632 -0.000643252
0.5 4.31124 0.207072 -0.000300821
0.5 4.5178 0.205954 -0.000134314
0.5 4.72296 0.204281 -0.0000574713
0.5 4.92617 0.202057 -0.0000236632
0.5 5.12689 0.199288 0
0.5 5.32457 0.195982 0
0.5 5.51868 0.192148 0
0.5 5.70869 0.187796 0
0.5 5.8941 0.182938 0
0.5 6.07441 0.177586 0
0.5 6.24912 0.171756 0
0.5 6.41776 0.165462 0
0.5 6.57989 0.158723 0
0.5 6.73507 0.151555 0
0.5 6.88287 0.14398 0
0.5 7.0229 0.136016 0
0.5 7.15477 0.127685 0
0.5 7.27815 0.11901 0
0.5 7.39269 0.110014 0
0.5 7.49808 0.100722 0
0.5 7.59404 0.0911581 0
0.5 7.68031 0.0813485 0
0.5 7.75667 0.0713196 0
0.5 7.82289 0.0610985 0
0.5 7.87881 0.0507127 0
0.5 7.92427 0.0401902 0
0.5 7.95915 0.0295597 0
0.5 7.98336 0.0188509 0
0.5 7.99684 0.00810725 0
0.6 -7.99684 0.00810725 0
0.6 -7.98336 0.0188509 0
0.6 -7.95915 0.0295597 0
0.6 -7.92427 0.0401902 0
0.6 -7.87881 0.0507127 0
0.6 -7.82289 0.0610985 0
0.6 -7.75667 0.0713196 0
0.6 -7.68031 0.0813485 0
0.6 -7.59404 0.0911581 0
0.6 -7.49808 0.100722 0
0.6 -7.39269 0.110014 0
0.6 -7.27815 0.11901 0
0.6 -7.15477 0.127685 0
0.6 -7.0229 0.136016 0
0.6 -6.88287 0.14398 0
0.6 -6.73507 0.151555 0
0.6 -6.57989 0.158723 0
0.6 -6.41776 0.165462 0
0.6 -6.24912 0.171756 0
0.6 -6.07441 0.177586 0
0.6 -5.8941 0.182938 0
0.6 -5.70869 0.187796 0
0.6 -5.51868 0.192148 0
0.6 -5.32457 0.195982 0
0.6 -5.12689 0.199288 0
0.6 -4.92617 0.202057 0.0000240921
0.6 -4.72296 0.204281 0.0000586146
0.6 -4.5178 0.205954 0.000137264
0.6 -4.31124 0.207072 0.000308164
0.6 -4.10384 0.207632 0.000660826
0.6 -3.89616 0.207632 0.00134905
0.6 -3.68876 0.207072 0.00261398
0.6 -3.4822 0.205954 0.00479435
0.6 -3.27704 0.204281 0.00830283
0.6 -3.07383 0.202057 0.0135443
0.6 -2.87311 0.199288 0.0207617
0.6 -2.67543 0.195982 0.0298232
0.6 -2.48132 0.192148 0.0400035
0.6 -2.29131 0.187796 0.0498504
0.6 -2.1059 0.182938 0.0572299
0.6 -1.92559 0.177586 0.059604
0.6 -1.75088 0.171756 0.0545117
0.6 -1.58224 0.165462 0.0401334
0.6 -1.42011 0.158723 0.0157701
0.6 -1.26493 0.151555 -0.0179197
0.6 -1.11713 0.14398 -0.0589972
0.6 -0.977105 0.136016 -0.104606
0.6 -0.845225 0.127685 -0.151501
0.6 -0.72185 0.11901 -0.196598
0.6 -0.607312 0.110014 -0.237401
0.6 -0.50192 0.100722 -0.27225
0.6 -0.405959 0.0911581 -0.300375
0.6 -0.319686 0.0813485 -0.321791
0.6 -0.243335 0.0713196 -0.337107
0.6 -0.177111 0.0610985 -0.347301
0.6 -0.121193 0.0507127 -0.353513
0.6 -0.0757312 0.0401902 -0.356879
0.6 -0.0408484 0.0295597 -0.358416
0.6 -0.0166379 0.0188509 -0.358943
0.6 -0.00315951 0.00810725 -0.359044
0.6 0.00315951 0.00810725 0.438834
0.6 0.0166379 0.0188509 0.438721
0.6 0.0408484 0.0295597 0.438138
0.6 0.0757312 0.0401902 0.436439
0.6 0.121193 0.0507127 0.432717
0.6 0.177111 0.0610985 0.425848
0.6 0.243335 0.0713196 0.414568
0.6 0.319686 0.0813485 0.397605
0.6 0.405959 0.0911581 0.373852
0.6 0.50192 0.100722 0.342595
0.6 0.607312 0.110014 0.303752
0.6 0.72185 0.11901 0.258086
0.6 0.845225 0.127685 0.207324
0.6 0.977105 0.136016 0.154108
0.6 1.11713 0.14398 0.101748
0.6 1.26493 0.151555 0.0537699
0.6 1.42011 0.158723 0.0133383
0.6 1.58224 0.165462 -0.0173134
0.6 1.75088 0.171756 -0.0372829
0.6 1.92559 0.177586 -0.0471079
0.6 2.1059 0.182938 -0.0485416
0.6 2.29131 0.187796 -0.0440708
0.6 2.48132 0.192148 -0.0363309
0.6 2.67543 0.195982 -0.0275967
0.6 2.87311 0.199288 -0.0194751
0.6 3.07383 0.202057 -0.0128359
0.6 3.27704 0.204281 -0.0079313
0.6 3.4822 0.205954 -0.00460863
0.6 3.68876 0.207072 -0.00252542
0.6 3.89616 0.207632 -0.00130872
0.6 4.10384 0.207632 -0.000643252
0.6 4.31124 0.207072 -0.000300821
0.6 4.5178 0.205954 -0.000134314
0.6 4.72296 0.204281 -0.0000574713
0.6 4.92617 0.202057 -0.0000236632
0.6 5.12689 0.199288 0
0.6 5.32457 0.195982 0
0.6 5.51868 0.192148 0
0.6 5.70869 0.187796 0
0.6 5.8941 0.182938 0
0.6 6.07441 0.177586 0
0.6 6.24912 0.171756 0
0.6 6.41776 0.165462 0
0.6 6.57989 0.158723 0
0.6 6.73507 0.151555 0
0.6 6.88287 0.14398 0
0.6 7.0229 0.136016 0
0.6 7.15477 0.127685 0
0.6 7.27815 0.11901 0
0.6 7.39269 0.110014 0
0.6 7.49808 0.100722 0
0.6 7.59404 0.0911581 0
0.6 7.68031 0.0813485 0
0.6 7.75667 0.0713196 0
0.6 7.82289 0.0610985 0
0.6 7.87881 0.0507127 0
0.6 7.92427 0.0401902 0
0.6 7.95915 0.0295597 0
0.6 7.98336 0.0188509 0
0.6 7.99684 0.00810725 0
0.7 -7.99684 0.00810725 0
0.7 -7.98336 0.0188509 0
0.7 -7.95915 0.0295597 0
